  2.42  0.05
  2.71  0.05
  2.25  0.05
  3.26  0.05
  4.43  0.06
  4.91  0.06
  4.07  0.06
  5.00  0.06
  5.59  0.07
  5.10  0.07
  5.12  0.07
  6.13  0.07
  4.53  0.08
  5.92  0.08
  3.95  0.08
  4.81  0.08
  4.76  0.09
  4.80  0.09
  4.96  0.09
  5.15  0.09
  5.76  0.10
  5.12  0.10
  4.15  0.10
  5.45  0.15
  4.37  0.15
  6.30  0.15
  5.22  0.15
  4.83  0.15
  4.19  0.20
  4.87  0.20
  4.38  0.20
  4.86  0.20
  4.18  0.20
  3.99  0.20
  3.77  0.30
  4.59  0.30
  5.23  0.30
  4.91  0.30
  4.69  0.30
  4.82  0.40
  4.00  0.40
  5.03  0.40
  4.16  0.40
  4.47  0.40
  4.64  0.40
  4.10  0.50
  3.88  0.50
  4.84  0.50
  3.99  0.50
  4.63  0.50
  5.13  0.50
  4.41  0.60
  4.15  0.60
  4.26  0.60
  3.40  0.60
  4.54  0.60
  3.26  0.60
  3.65  0.70
  4.22  0.70
  2.76  0.70
  4.57  0.70
  3.96  0.70
  3.91  0.80
  5.15  0.80
  3.96  0.80
  3.33  0.80
  4.56  0.80
  3.45  0.80
