  27.9  38.4  36.2
  25.6  36.5  34.5
  33.8  41.9  37.4
  32.1  37.4  39.7
  30.2  35.8  43.1
  31.7  35.3  33.5
  32.5  43.3  40.1
  26.9  36.6  36.6
  28.8  35.8  41.2
  32.2  33.8  34.4
  30.6  34.9  35.0
  28.7  38.6  39.9
  33.2  39.5  30.8
  31.9  36.3  40.5
  30.1  42.6  35.6
  30.7  41.6  39.6
  28.3  35.5  29.0
  31.8  41.1  39.3
  29.9  36.6  37.5
  28.2  37.0  39.0
  29.0  42.5  40.8
  28.5  39.5  37.0
  28.2  30.7     
  34.1  38.4     
  29.6  36.2     
        35.7     
        43.6     
        33.1     
        34.9     
        37.5     
