   2.0  -28.1  1
   5.2   -6.7  1
   3.9   -8.6  1
   0.6    2.0  1
   4.4   -6.2  1
  -0.2   -4.4  1
  -0.7  -16.6  1
   3.6  -13.1  1
   1.6    5.8  2
   0.8    1.6  2
  -0.1   -3.1  2
   4.9   -1.8  2
   2.3    0.7  2
   0.1   -8.1  2
   1.2    0.9  2
   1.7    0.3  2
   1.9   -6.0  2
  -2.1   -1.3  3
  -3.1   12.6  3
  -1.4    2.5  3
  -0.8   -0.5  3
  -0.5    8.7  3
  -3.4    7.5  3
  -1.9   15.0  3
  -0.4    7.7  3
  -2.4   12.8  4
  -1.6   -7.5  4
  -4.0   22.4  4
  -5.1   17.3  4
  -3.8   11.4  4
