  0.08    5  0.20
  0.23    5  0.10
  0.51    5  0.05
  1.23    5  0.00
  0.14   10  0.20
  0.31   10  0.10
  0.51   10  0.05
  1.37   10  0.00
  0.14   15  0.20
  0.34   15  0.10
  1.26   15  0.05
  1.97   15  0.00
  0.20   20  0.20
  0.47   20  0.10
  1.57   20  0.05
  1.98   20  0.00
  0.17   25  0.20
  0.49   25  0.10
  2.03   25  0.05
  2.91   25  0.00
  0.20   30  0.20
  0.75   30  0.10
  1.69   30  0.05
  3.69   30  0.00
  0.24   60  0.20
  0.94   60  0.10
  2.42   60  0.05
  3.72   60  0.00
  0.22   90  0.20
  1.02   90  0.10
  2.43   90  0.05
  3.31   90  0.00
  0.22  120  0.20
  1.01  120  0.10
  1.97  120  0.05
  2.69  120  0.00
