   295   260  0
   265   365  0
   230   485  0
   230   330  0
   195   335  0
   145   350  0
   100   370  0
   205   390  0
   180   430  0
   155   435  0
   200   895  0
   330   825  0
   380   820  0
   430   755  0
   470  1230  0
   430  1270  0
   425  1025  0
   425  1110  0
   335  1290  0
   685   895  0
   640   945  0
   645  1025  0
   580  1215  0
   970  1020  0
  1155   965  0
   680  1255  0
   745  1250  0
   740  1295  0
   740  1495  0
   940  1950  0
   840  2250  0
  1010  2015  0
  1250  2315  0
  1385  2210  0
  1430  2355  0
  1755  2465  0
   920  3215  0
  2345  4915  0
   100   300  1
   245   230  1
   330   410  1
   255   555  1
   635   495  1
   805   355  1
   575  1020  1
   640  1290  1
  1000  1400  1
  1180  1025  1
  1795   635  1
  2370   960  1
  1965  2440  1
