   23.390  0  0  1
    6.974  0  0  2
   14.010  0  0  3
   25.390  0  0  4
   17.600  0  0  5
    7.355  0  0  6
   33.270  0  0  7
  122.600  0  1  1
   74.330  0  1  2
  177.100  0  1  3
   79.150  0  1  4
   39.930  0  1  5
  196.100  0  1  6
   64.640  0  1  7
    7.590  1  0  1
    6.251  1  0  2
    7.655  1  0  3
   12.780  1  0  4
    4.230  1  0  5
    5.371  1  0  6
    6.248  1  0  7
  183.100  1  1  1
   68.240  1  1  2
  118.900  1  1  3
  146.700  1  1  4
  102.000  1  1  5
  174.400  1  1  6
   89.000  1  1  7
