   -99  19  0.0
   -35  19  0.0
   207  19  0.0
  -130  19  0.0
  -130  19  0.0
   250  19  0.0
   -34  19  3.0
  -202  19  3.0
  -310  19  3.0
   -34  19  3.0
   -11  19  3.0
   186  19  3.0
   256  19  4.5
   -20  19  4.5
   227  19  4.5
   331  19  4.5
    56  19  4.5
   232  19  4.5
   220  19  6.0
    15  19  6.0
   272  19  6.0
   235  19  6.0
   505  19  6.0
    65  19  6.0
   124  19  9.0
    76  19  9.0
   536  19  9.0
   346  19  9.0
   313  19  9.0
     5  19  9.0
   118  17  0.0
  -193  17  0.0
   150  17  0.0
   251  17  0.0
   150  17  0.0
   -68  17  0.0
   105  17  3.0
   155  17  3.0
   158  17  3.0
    85  17  3.0
   314  17  3.0
  -263  17  3.0
    -3  17  4.5
   -41  17  4.5
   140  17  4.5
    54  17  4.5
   427  17  4.5
    70  17  4.5
   171  17  6.0
   347  17  6.0
   118  17  6.0
     5  17  6.0
   152  17  6.0
   387  17  6.0
   213  17  9.0
   244  17  9.0
   272  17  9.0
   599  17  9.0
   -81  17  9.0
    78  17  9.0
  -119  15  0.0
     0  15  0.0
     0  15  0.0
  -112  15  0.0
  -102  15  0.0
   151  15  0.0
   414  15  3.0
   -42  15  3.0
   114  15  3.0
    58  15  3.0
   200  15  3.0
   419  15  3.0
   215  15  4.5
    44  15  4.5
   101  15  4.5
   -45  15  4.5
   315  15  4.5
    -1  15  4.5
   195  15  6.0
   -35  15  6.0
   187  15  6.0
   344  15  6.0
   446  15  6.0
   265  15  6.0
   485  15  9.0
   242  15  9.0
   477  15  9.0
   -15  15  9.0
   492  15  9.0
   113  15  9.0
    41  13  0.0
   144  13  0.0
  -168  13  0.0
    95  13  0.0
   -11  13  0.0
    -1  13  0.0
    49  13  3.0
    99  13  3.0
   118  13  3.0
    46  13  3.0
   117  13  3.0
    33  13  3.0
  -173  13  4.5
   -15  13  4.5
   244  13  4.5
   120  13  4.5
   430  13  4.5
   377  13  4.5
   572  13  6.0
    60  13  6.0
   176  13  6.0
   102  13  6.0
    64  13  6.0
   468  13  6.0
   381  13  9.0
   674  13  9.0
   544  13  9.0
    33  13  9.0
   535  13  9.0
   535  13  9.0
