   22.0 0 0 0 0 1
   14.9 0 0 0 0 1
   16.8 0 0 0 0 1
   68.0 0 0 0 0 1
   78.0 0 0 0 0 1
   42.0 0 0 0 0 1
   39.4 0 0 0 0 1
   28.0 0 0 0 0 1
   85.7 1 0 0 0 2
   87.0 1 0 0 0 2
   74.6 1 0 0 0 2
   86.7 1 0 0 0 2
   70.6 1 0 0 0 2
   46.4 0 1 0 0 3
  100.0 0 1 0 0 3
   89.6 0 1 0 0 3
   95.4 0 1 0 0 3
   85.0 0 1 0 0 3
   54.8 0 1 0 0 3
   66.4 0 0 1 0 4
   63.9 0 0 1 0 4
   46.5 0 0 1 0 4
   10.8 0 0 1 0 4
   21.0 0 0 1 0 4
   60.0 0 0 1 0 4
   45.7 0 0 0 1 5
   67.1 0 0 0 1 5
   89.6 0 0 0 1 5
  100.0 0 0 0 1 5
   51.7 0 0 0 1 5
