      25      76     119
      26      71     100
      24      44     120
      25      48     135
      25      49     143
      23      47     120
      23      47      81
      22      68      99
      22      52     100
      19      48      92
      19      24      95
      19      48     120
      18      53      80
      17      37     100
      17      43      40
      16      49      88
      17      20     107
      16      68      64
      15      66     103
      13      14      30
      12      44      76
      10      27      38
      10      37      38
       9      32      41
       9      41      39
      10      17      39
       9      30      40
       8      16      62
       9      43      40
       8      15      38
       7      11      20
       5       7      18
       5       9      22
       4      19      18
       1       5      10
       1       2      15
