  0.81   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0  1  1
  0.91   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0  1  2
  1.08   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0  1  4
  1.16   1   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0  1  6
  1.19   1   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0  1  7
  1.44   1   1  -1  -1  -1  -1  -1  -1  -1   0   0   0   0   0   0   0  1  8
  0.72   1  -1   0   0   0   0   0   0   0   1   0   0   0   0   0   0  2  1
  0.89   1  -1   0   0   0   0   0   0   0   0   0   1   0   0   0   0  2  3
  1.01   1  -1   0   0   0   0   0   0   0   0   0   0   1   0   0   0  2  4
  1.10   1  -1   0   0   0   0   0   0   0   0   0   0   0   1   0   0  2  5
  1.14   1  -1   0   0   0   0   0   0   0   0   0   0   0   0   1   0  2  6
  1.24   1  -1   0   0   0   0   0   0   0   0   0   0   0   0   0   1  2  7
  1.34   1  -1   0   0   0   0   0   0   0  -1  -1  -1  -1  -1  -1  -1  2  8
  0.59  -1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0  3  1
  1.04  -1   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0  3  2
  1.11  -1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0  3  3
  1.13  -1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0  3  4
  1.16  -1   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0  3  6
  1.25  -1   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0  3  7
  1.70  -1   1  -1  -1  -1  -1  -1  -1  -1   0   0   0   0   0   0   0  3  8
  0.83  -1  -1   0   0   0   0   0   0   0   1   0   0   0   0   0   0  4  1
  0.99  -1  -1   0   0   0   0   0   0   0   0   1   0   0   0   0   0  4  2
  1.17  -1  -1   0   0   0   0   0   0   0   0   0   1   0   0   0   0  4  3
  1.24  -1  -1   0   0   0   0   0   0   0   0   0   0   1   0   0   0  4  4
  1.33  -1  -1   0   0   0   0   0   0   0   0   0   0   0   1   0   0  4  5
  1.59  -1  -1   0   0   0   0   0   0   0   0   0   0   0   0   0   1  4  7
  1.73  -1  -1   0   0   0   0   0   0   0  -1  -1  -1  -1  -1  -1  -1  4  8
