  134   335  1  0
  146   226  1  0
  132   339  1  0
  101   160  1  0
   96   132  1  0
  144   214  1  0
  167   238  2  0
  136   533  2  0
  156   598  2  0
  108   307  2  0
  109   357  2  0
  152   180  2  0
  136   572  3  0
  147   382  3  0
  126   528  3  0
  182   539  3  0
  117   326  3  0
  192   911  3  0
  148  1091  4  0
  159   625  4  0
  138   509  4  0
  194   943  4  0
  129   954  4  0
  204   403  4  0
  157     7  1  1
   85   262  1  1
  177    97  1  1
  140   256  1  1
  145   329  1  1
  146   211  1  1
  146   332  1  1
  132   176  1  1
   82   146  1  1
  143   297  1  1
  170   317  2  1
  156   418  2  1
  160   616  2  1
  106    19  2  1
  191   740  2  1
  152   490  2  1
  142   693  2  1
  153   637  2  1
  114   293  2  1
  115    46  2  1
  180   476  3  1
  108  1069  3  1
  200  1098  3  1
  163   504  3  1
  168   761  3  1
  169   736  3  1
  169   628  3  1
  155  1073  3  1
  105  1222  3  1
  166    88  3  1
  175   832  4  1
  197  1392  4  1
  123   802  4  1
  184   559  4  1
  198  1946  4  1
  196   905  4  1
  144  1564  4  1
  113  1493  4  1
  109    61  4  1
  174  1125  4  1
