  1.21   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0  1  1
  2.06   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0  1  2
  0.88   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0  1  3
  1.23   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0  1  4
  1.86   1   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0  1  5
  0.61   1   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0  1  6
  0.68   1   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0  1  7
  2.13   1   1  -1  -1  -1  -1  -1  -1  -1   0   0   0   0   0   0   0  1  8
  1.04   1  -1   0   0   0   0   0   0   0   1   0   0   0   0   0   0  2  1
  1.20   1  -1   0   0   0   0   0   0   0   0   1   0   0   0   0   0  2  2
  1.40   1  -1   0   0   0   0   0   0   0   0   0   1   0   0   0   0  2  3
  1.88   1  -1   0   0   0   0   0   0   0   0   0   0   1   0   0   0  2  4
  0.84   1  -1   0   0   0   0   0   0   0   0   0   0   0   1   0   0  2  5
  1.52   1  -1   0   0   0   0   0   0   0   0   0   0   0   0   1   0  2  6
  1.35   1  -1   0   0   0   0   0   0   0   0   0   0   0   0   0   1  2  7
  1.13   1  -1   0   0   0   0   0   0   0  -1  -1  -1  -1  -1  -1  -1  2  8
  1.56  -1   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0  3  1
  1.29  -1   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0  3  2
  1.89  -1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0  3  3
  1.13  -1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0  3  4
  1.82  -1   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0  3  5
  1.61  -1   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0  3  6
  1.23  -1   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0  3  7
  0.83  -1   1  -1  -1  -1  -1  -1  -1  -1   0   0   0   0   0   0   0  3  8
  2.27  -1  -1   0   0   0   0   0   0   0   1   0   0   0   0   0   0  4  1
  1.71  -1  -1   0   0   0   0   0   0   0   0   1   0   0   0   0   0  4  2
  0.50  -1  -1   0   0   0   0   0   0   0   0   0   1   0   0   0   0  4  3
  1.27  -1  -1   0   0   0   0   0   0   0   0   0   0   1   0   0   0  4  4
  2.33  -1  -1   0   0   0   0   0   0   0   0   0   0   0   1   0   0  4  5
  1.36  -1  -1   0   0   0   0   0   0   0   0   0   0   0   0   1   0  4  6
  1.60  -1  -1   0   0   0   0   0   0   0   0   0   0   0   0   0   1  4  7
  2.85  -1  -1   0   0   0   0   0   0   0  -1  -1  -1  -1  -1  -1  -1  4  8
